REKTD	622	30002459	2018-07-15 18:31:32
REKTD	16238	30002457	2018-07-15 18:14:08
REKTD	16238	30002457	2018-07-15 18:13:05
REKTD	670	30002457	2018-07-15 18:11:06
REKTD	16242	30002457	2018-07-15 18:10:55
TEST	35834	30002144	2018-07-14 23:54:20
PSC	22456	30002144	2018-07-14 23:08:53
REQ	670	30002597	2018-07-14 22:46:09
REQ	17918	30002597	2018-07-14 22:44:27
SEVEN	670	30005186	2018-07-14 17:50:46
PSC	29984	30005145	2018-07-14 17:29:14
PSC	670	30005123	2018-07-14 17:18:20
PSC	34828	30005123	2018-07-14 17:17:28
SEVEN	670	30005123	2018-07-14 17:17:20
SEVEN	622	30005123	2018-07-14 17:16:23
BRAVE	17843	30002618	2018-07-14 15:17:01
SEVEN	12199	30005123	2018-07-14 13:07:15
SEVEN	12199	30005123	2018-07-14 13:03:59
SEVEN	12199	30005123	2018-07-14 13:01:08
SEVEN	12199	30005123	2018-07-14 13:00:09
SEVEN	670	30005127	2018-07-14 12:43:12
SEVEN	593	30005127	2018-07-14 12:42:00
SEVEN	670	30005123	2018-07-14 12:35:18
SEVEN	622	30005123	2018-07-14 12:33:38
SEVEN	622	30005123	2018-07-14 12:32:59
SEVEN	584	30005123	2018-07-14 12:32:19
SEVEN	12199	30005123	2018-07-14 12:31:31
SEVEN	12199	30005123	2018-07-14 12:28:14
WALKA	11393	30002593	2018-07-13 21:55:55
REQ	11393	30002593	2018-07-13 21:55:02
BRAVE	17476	30001217	2018-07-13 19:38:38
PSC	602	30001198	2018-07-13 19:22:33
None	670	30001198	2018-07-13 19:18:48
None	17703	30001198	2018-07-13 19:18:38
BRAVE	602	30001198	2018-07-13 19:17:10
BRAVE	670	30002586	2018-07-13 19:00:35
BRAVE	629	30002586	2018-07-13 18:59:02
PSC	608	30002586	2018-07-13 18:45:50
SEVEN	584	30005126	2018-07-13 16:56:48
LUCK	11400	30004817	2018-07-13 15:53:12
W4RP	670	30004807	2018-07-13 15:47:19
W4RP	24694	30004807	2018-07-13 15:46:11
W4RP	626	30004807	2018-07-13 15:45:46
W4RP	626	30004807	2018-07-13 15:45:38
RR	33595	30003617	2018-07-13 14:55:09
RR	11198	30004401	2018-07-13 14:38:28
RR	584	30004376	2018-07-13 14:32:56
RR	17720	30004376	2018-07-13 14:32:47
RR	621	30004397	2018-07-13 14:29:26
RR	11393	30004376	2018-07-13 14:27:20
RR	16229	30003669	2018-07-13 14:09:01
.RHP	16242	30004378	2018-07-13 13:31:48
.RHP	16242	30004378	2018-07-13 13:31:36
.RHP	16242	30004378	2018-07-13 13:31:17
BRAVE	670	30001198	2018-07-13 13:12:24
BRAVE	24702	30001198	2018-07-13 13:11:36
CO2	17740	30003700	2018-07-13 13:05:29
LAWN	11198	30003700	2018-07-13 13:03:46
DARK.	16242	30003686	2018-07-13 12:59:31
BRAVE	17843	30001221	2018-07-13 12:53:32
CONDI	11196	30003686	2018-07-13 12:53:18
BRAVE	670	30001217	2018-07-13 06:19:03
BRAVE	17843	30001218	2018-07-13 06:14:55
LUMIO	593	30002162	2018-07-13 01:19:32
TEST	47117	30004826	2018-07-13 01:11:58
TEST	47117	30004826	2018-07-13 01:11:58
TEST	35827	30004826	2018-07-13 01:11:22
TEST	47138	30004826	2018-07-13 01:10:57
TEST	670	30002581	2018-07-13 00:04:49
TEST	11381	30002581	2018-07-13 00:03:37
TEST	11387	30002581	2018-07-13 00:03:03
BRAVE	670	30002587	2018-07-12 23:43:45
BRAVE	17715	30002593	2018-07-12 23:30:06
PSC	33470	30002593	2018-07-12 23:20:46
WALKA	17843	30002593	2018-07-12 23:12:43
WALKA	33475	30002610	2018-07-12 23:08:47
WALKA	17843	30002610	2018-07-12 23:06:35
WALKA	17843	30002610	2018-07-12 23:04:30
REQ	16227	30002602	2018-07-12 22:42:07
REQ	33475	30002602	2018-07-12 22:40:58
REQ	17480	30002602	2018-07-12 22:40:16
REQ	42244	30002602	2018-07-12 22:39:42
REQ	583	30002602	2018-07-12 22:39:06
BRAVE	37482	30002585	2018-07-12 21:39:21
BRAVE	33475	30002584	2018-07-12 20:04:50
BRAVE	17843	30002584	2018-07-12 20:03:52
WERMT	627	30000867	2018-07-12 16:12:05
.RHP	24698	30004394	2018-07-12 15:39:27
DARK.	32872	30004394	2018-07-12 15:23:24
.RHP	17715	30004394	2018-07-12 15:22:34
DARK.	34828	30004394	2018-07-12 15:20:52
.RHP	634	30004394	2018-07-12 15:18:05
.RHP	12003	30004394	2018-07-12 15:16:55
.RHP	670	30004394	2018-07-12 15:12:48
.RHP	24690	30004394	2018-07-12 15:11:10
.RHP	670	30004394	2018-07-12 15:02:59
.RHP	33470	30004394	2018-07-12 15:02:46
DARK.	626	30004392	2018-07-12 14:45:36
SLYCE	17843	30002953	2018-07-12 14:38:36
SLYCE	17843	30002953	2018-07-12 14:38:14
SLYCE	670	30002914	2018-07-12 14:15:52
SLYCE	29984	30002914	2018-07-12 14:15:06
REKTD	17715	30003690	2018-07-12 13:57:42
CO2	670	30004070	2018-07-12 13:45:40
CO2	11176	30004070	2018-07-12 13:44:30
CO2	17843	30003700	2018-07-12 13:24:30
PSC	22456	30002610	2018-07-12 12:20:16
TEST	670	30002593	2018-07-12 12:10:25
BRAVE	670	30002589	2018-07-12 08:11:07
BRAVE	17476	30002589	2018-07-12 08:10:53
BRAVE	626	30002589	2018-07-12 07:39:15
BRAVE	17476	30002589	2018-07-12 07:37:30
BRAVE	33475	30002616	2018-07-12 07:28:55
BRAVE	670	30002616	2018-07-12 07:28:47
BRAVE	47466	30002616	2018-07-12 07:27:13
BRAVE	17843	30001215	2018-07-12 06:49:25
WALKA	37135	30002608	2018-07-12 03:44:29
REQ	17843	30002601	2018-07-12 03:26:29
BRAVE	28606	30002593	2018-07-12 02:14:28
REQ	12005	30002601	2018-07-12 02:06:00
WALKA	670	30002593	2018-07-12 01:36:43
WALKA	12005	30002593	2018-07-12 01:35:51
WALKA	12005	30002593	2018-07-12 01:35:28
BRAVE	17843	30002593	2018-07-11 22:55:58
BRAVE	33475	30002615	2018-07-11 22:46:39
BRAVE	643	30002615	2018-07-11 22:45:32
BRAVE	645	30001217	2018-07-11 22:33:58
BRAVE	670	30001198	2018-07-11 22:12:40
BRAVE	589	30001198	2018-07-11 22:11:24
R-R	11186	30002584	2018-07-11 21:50:42
PSC	605	30001217	2018-07-11 19:31:22
REQ	22546	30002624	2018-07-11 19:18:44
WALKA	33475	30002606	2018-07-11 19:04:29
WALKA	33475	30002606	2018-07-11 19:01:32
WALKA	33475	30002606	2018-07-11 18:59:35
WALKA	17843	30002606	2018-07-11 18:57:14
TEST	670	30004435	2018-07-11 18:19:55
TEST	11184	30004435	2018-07-11 18:19:23
TEST	11196	30004425	2018-07-11 18:14:28
TEST	670	30004425	2018-07-11 18:12:58
TEST	11176	30004425	2018-07-11 18:12:07
TEST	11178	30004425	2018-07-11 18:12:04
TEST	11198	30004425	2018-07-11 18:12:02
-KWG-	12032	30004425	2018-07-11 18:03:59
BRAVE	17843	30002612	2018-07-11 16:12:04
-7-	17843	30003734	2018-07-11 16:03:15
PSC	11198	30003734	2018-07-11 16:03:13
CVA	670	30003706	2018-07-11 15:53:18
None	17480	30003706	2018-07-11 15:52:52
CVA	17480	30003706	2018-07-11 15:51:51
CVA	670	30003770	2018-07-11 15:10:19
CVA	643	30003770	2018-07-11 15:08:37
None	16233	30001170	2018-07-11 14:18:03
None	11198	30001170	2018-07-11 14:16:54
None	3756	30001170	2018-07-11 14:13:33
-7-	20125	30003730	2018-07-11 13:10:17
-DAR-	626	30003707	2018-07-11 12:25:52
CVA	643	30003707	2018-07-11 12:25:06
BRAVE	17843	30002617	2018-07-11 09:04:12
BRAVE	670	30001215	2018-07-11 05:23:41
BRAVE	12005	30001215	2018-07-11 05:23:19
TEST	670	30002119	2018-07-11 01:36:07
TEST	16227	30002119	2018-07-11 01:34:57
TEST	34828	30002119	2018-07-11 01:34:56
TEST	16227	30002119	2018-07-11 01:34:54
TEST	16227	30002119	2018-07-11 01:34:54
TEST	3766	30002119	2018-07-11 01:34:54
YF	620	30002119	2018-07-11 01:34:54
TEST	11957	30002119	2018-07-11 01:34:53
TEST	22456	30002119	2018-07-11 01:31:14
TEST	16227	30002119	2018-07-11 01:31:11
TEST	585	30002119	2018-07-11 01:31:11
TEST	34828	30002119	2018-07-11 01:31:11
TEST	11985	30002119	2018-07-11 01:31:11
YF	620	30002119	2018-07-11 01:31:10
TEST	2161	30002119	2018-07-11 01:31:10
TEST	22456	30002119	2018-07-11 01:31:10
-RZR-	11202	30002119	2018-07-11 01:31:10
TEST	16227	30002119	2018-07-11 01:15:12
TEST	16227	30002119	2018-07-11 01:14:34
.MEN.	11978	30002119	2018-07-11 01:14:28
TEST	16227	30002119	2018-07-11 01:14:17
TEST	16227	30002119	2018-07-11 01:14:06
TEST	16227	30002119	2018-07-11 01:13:51
TEST	16227	30002119	2018-07-11 01:13:42
TEST	16227	30002119	2018-07-11 01:13:17
BRAVE	16227	30002119	2018-07-11 01:13:04
TEST	16227	30002119	2018-07-11 01:12:57
TEST	16227	30002119	2018-07-11 01:12:49
TEST	16227	30002119	2018-07-11 01:12:42
TEST	670	30002119	2018-07-11 01:12:05
TEST	670	30002119	2018-07-11 01:12:05
TEST	16227	30002119	2018-07-11 01:11:42
TEST	16227	30002119	2018-07-11 01:11:36
TEST	16227	30002119	2018-07-11 01:11:25
TEST	16227	30002119	2018-07-11 01:11:21
TEST	16227	30002119	2018-07-11 01:11:15
.MEN.	11978	30002119	2018-07-11 01:11:14
TEST	16227	30002119	2018-07-11 01:11:05
.MEN.	11978	30002119	2018-07-11 01:11:01
TEST	16227	30002119	2018-07-11 01:10:57
.MEN.	11978	30002119	2018-07-11 01:10:51
TEST	16227	30002119	2018-07-11 01:10:48
TEST	16227	30002119	2018-07-11 01:10:46
TEST	16227	30002119	2018-07-11 01:10:42
TEST	11985	30002119	2018-07-11 01:10:42
TEST	37482	30002119	2018-07-11 01:10:42
TEST	2161	30002119	2018-07-11 01:10:42
TEST	34828	30002119	2018-07-11 01:10:41
.MEN.	585	30002119	2018-07-11 01:10:41
TEST	670	30002119	2018-07-11 01:10:40
BRAVE	585	30002584	2018-07-11 00:21:33
BRAVE	16242	30002584	2018-07-11 00:20:41
BRAVE	650	30002584	2018-07-11 00:19:58
BRAVE	670	30002584	2018-07-11 00:14:47
BRAVE	24698	30002584	2018-07-11 00:13:28
BRAVE	650	30002584	2018-07-11 00:05:41
BRAVE	24698	30002584	2018-07-11 00:04:56
PSC	602	30002583	2018-07-10 23:57:16
REQ	17476	30002625	2018-07-10 22:12:47
WALKA	17715	30002607	2018-07-10 19:29:19
BRAVE	17843	30001217	2018-07-10 18:53:36
BRAVE	17843	30001217	2018-07-10 18:53:24
BRAVE	22456	30002586	2018-07-10 17:19:49
PSC	670	30002581	2018-07-10 17:02:09
BRAVE	29990	30002581	2018-07-10 17:01:17
WALKA	22468	30002581	2018-07-10 17:01:01
IOU	11993	30002581	2018-07-10 17:00:51
TW	11993	30002581	2018-07-10 17:00:39
BRAVE	584	30002581	2018-07-10 17:00:36
BRAVE	11993	30002581	2018-07-10 17:00:32
IOU	11993	30002581	2018-07-10 17:00:23
BRAVE	11993	30002581	2018-07-10 17:00:13
PSC	22456	30002581	2018-07-10 17:00:11
IOU	11993	30002581	2018-07-10 17:00:06
R-R	11993	30002581	2018-07-10 16:59:29
CHISP	24700	30003737	2018-07-10 16:30:48
FLEET	17843	30003771	2018-07-10 16:09:50
CVA	634	30003750	2018-07-10 16:00:24
OUARP	634	30003750	2018-07-10 15:59:57
OUARP	634	30003750	2018-07-10 15:59:25
BRAVE	17843	30002616	2018-07-10 15:44:31
BORE	17476	30003732	2018-07-10 15:42:54
BORE	17476	30003732	2018-07-10 15:42:40
BORE	17476	30003732	2018-07-10 15:42:26
RF	17480	30003730	2018-07-10 15:40:09
CVA	29990	30003726	2018-07-10 15:27:41
PSC	608	30000540	2018-07-10 13:25:24
BRAVE	17476	30001217	2018-07-10 07:27:05
BRAVE	17843	30001215	2018-07-10 06:51:05
PSC	602	30001203	2018-07-09 22:54:52
BRAVE	32872	30001217	2018-07-09 22:48:32
PSC	670	30002141	2018-07-09 20:47:57
X.I.X	11198	30002144	2018-07-09 20:45:28
X.I.X	11196	30002144	2018-07-09 20:45:11
X.I.X	11174	30002144	2018-07-09 20:41:28
X.I.X	11196	30002144	2018-07-09 20:41:12
X.I.X	11198	30002144	2018-07-09 20:41:10
PSC	22456	30002144	2018-07-09 20:41:07
TEST	12034	30002144	2018-07-09 20:34:27
TEST	670	30002144	2018-07-09 20:33:29
TEST	12034	30002144	2018-07-09 20:32:08
TEST	12034	30002144	2018-07-09 20:32:06
X.I.X	37480	30002144	2018-07-09 20:08:37
X.I.X	11186	30002144	2018-07-09 20:08:37
PSC	670	30001203	2018-07-09 19:47:57
PSC	602	30001203	2018-07-09 19:46:35
BRAVE	670	30001217	2018-07-09 19:31:43
BRAVE	17476	30001217	2018-07-09 19:30:05
BRAVE	17476	30001217	2018-07-09 19:28:37
PSC	22456	30001868	2018-07-09 18:59:12
URGE.	19722	30001868	2018-07-09 18:57:49
URGE.	19722	30001868	2018-07-09 18:57:00
URGE.	19720	30001868	2018-07-09 18:55:54
DEAD	47036	30001868	2018-07-09 18:55:53
URGE.	19722	30001868	2018-07-09 18:53:44
URGE.	19722	30001868	2018-07-09 18:52:24
URGE.	670	30001868	2018-07-09 18:51:53
URGE.	33328	30001868	2018-07-09 18:50:52
URGE.	11978	30001868	2018-07-09 18:50:33
URGE.	670	30001868	2018-07-09 18:50:32
URGE.	37480	30001868	2018-07-09 18:50:12
URGE.	11978	30001868	2018-07-09 18:50:01
None	29990	30001868	2018-07-09 18:50:01
URGE.	11961	30001868	2018-07-09 18:49:50
URGE.	17736	30001868	2018-07-09 18:49:40
URGE.	11971	30001868	2018-07-09 18:49:28
URGE.	17736	30001868	2018-07-09 18:49:17
URGE.	17736	30001868	2018-07-09 18:49:16
URGE.	17736	30001868	2018-07-09 18:49:06
URGE.	17736	30001868	2018-07-09 18:48:54
URGE.	17736	30001868	2018-07-09 18:48:47
URGE.	17736	30001868	2018-07-09 18:48:42
URGE.	17736	30001868	2018-07-09 18:48:33
URGE.	11978	30001868	2018-07-09 18:47:17
URGE.	17736	30001868	2018-07-09 18:47:06
URGE.	11961	30001868	2018-07-09 18:46:56
URGE.	17736	30001868	2018-07-09 18:46:50
URGE.	17736	30001868	2018-07-09 18:46:43
URGE.	17736	30001868	2018-07-09 18:46:34
THIRD	26892	30003726	2018-07-09 13:57:39
DV	29344	30001169	2018-07-09 13:29:41
DV	638	30001169	2018-07-09 13:27:12
DV	11198	30001169	2018-07-09 13:26:27
DV	22456	30001169	2018-07-09 13:24:43
DV	11190	30001169	2018-07-09 13:07:02
DV	12013	30001169	2018-07-09 13:01:39
BRAVE	593	30002583	2018-07-09 00:03:33
PSC	608	30002586	2018-07-08 21:35:11
BRAVE	670	30002586	2018-07-08 21:26:46
BRAVE	670	30002586	2018-07-08 21:26:46
BRAVE	623	30002586	2018-07-08 21:25:41
BRAVE	623	30002586	2018-07-08 21:25:33
BRAVE	623	30002586	2018-07-08 21:25:18
BRAVE	623	30002586	2018-07-08 21:25:06
BRAVE	623	30002586	2018-07-08 21:24:51
BRAVE	623	30002586	2018-07-08 21:24:45
BRAVE	623	30002586	2018-07-08 21:24:29
BRAVE	34828	30002586	2018-07-08 21:24:08
BRAVE	11188	30002586	2018-07-08 21:23:59
BRAVE	11978	30002586	2018-07-08 21:23:49
BRAVE	33328	30002586	2018-07-08 21:19:46
BRAVE	584	30002586	2018-07-08 21:17:18
REQ	11202	30002586	2018-07-08 21:17:06
BRAVE	584	30002586	2018-07-08 21:16:16
IOU	32880	30002588	2018-07-08 21:08:46
PSC	11393	30004807	2018-07-08 20:14:10
BRAVE	17480	30002612	2018-07-08 20:03:08
BRAVE	17480	30002612	2018-07-08 20:02:21
BRAVE	17480	30002612	2018-07-08 20:01:27
WALKA	34828	30002608	2018-07-08 19:39:05
WALKA	670	30002610	2018-07-08 19:05:18
WALKA	655	30002610	2018-07-08 19:02:08
TEST	670	30002586	2018-07-08 18:41:43
CVA	29988	30003769	2018-07-08 18:08:35
None	11202	30003769	2018-07-08 18:06:01
CVA	11202	30003767	2018-07-08 17:50:28
CVA	42244	30003767	2018-07-08 17:48:54
BRAVE	40563	30004808	2018-07-08 17:03:41
BRAVE	40558	30004808	2018-07-08 17:03:41
BRAVE	22852	30004808	2018-07-08 17:02:55
BRAVE	22852	30004808	2018-07-08 17:01:56
BRAVE	40558	30004808	2018-07-08 17:01:40
BRAVE	22852	30004808	2018-07-08 17:01:00
BRAVE	40563	30004808	2018-07-08 16:59:40
BRAVE	22852	30004808	2018-07-08 16:59:14
BRAVE	37605	30004808	2018-07-08 16:58:50
BRAVE	40564	30004808	2018-07-08 16:58:39
BRAVE	19722	30004808	2018-07-08 16:56:54
CVA	11176	30003735	2018-07-08 16:49:53
CVA	11379	30003735	2018-07-08 16:43:38
CVA	3756	30003735	2018-07-08 16:42:48
FLEET	17843	30003771	2018-07-08 16:07:54
FLEET	645	30003771	2018-07-08 16:07:14
-DAR-	16229	30003729	2018-07-08 15:22:13
APOC	621	30003729	2018-07-08 15:20:54
-7-	11176	30003729	2018-07-08 15:17:36
OUARP	11198	30003704	2018-07-08 14:46:10
CVA	44995	30003704	2018-07-08 14:45:44
BORE	17476	30003730	2018-07-08 14:36:07
RF	657	30003729	2018-07-08 14:33:41
PSC	22444	30001198	2018-07-08 13:16:28
BRAVE	16238	30001159	2018-07-08 13:01:51
BRAVE	626	30002584	2018-07-08 02:48:17
BRAVE	645	30001215	2018-07-08 02:12:25
BRAVE	47515	30004845	2018-07-07 23:34:44
SERIN	12032	30004845	2018-07-07 23:32:39
LTRIG	11393	30004845	2018-07-07 23:20:24
None	26888	30004821	2018-07-07 22:43:43
PSC	602	30002583	2018-07-07 21:22:17
IOU	29984	30002155	2018-07-07 14:57:34
IOU	17476	30002155	2018-07-07 14:55:58
BRAVE	17480	30002613	2018-07-07 11:44:21
BRAVE	42244	30002613	2018-07-07 11:43:28
BRAVE	33475	30002612	2018-07-07 09:18:10
BRAVE	33475	30002616	2018-07-07 08:35:52
BRAVE	22548	30002613	2018-07-07 07:26:49
BRAVE	42244	30002613	2018-07-07 04:21:57
BRAVE	645	30001215	2018-07-07 03:23:18
BRAVE	11371	30001199	2018-07-07 00:48:49
BRAVE	17843	30002616	2018-07-07 00:17:28
CONDI	33328	30002587	2018-07-06 23:24:32
CONDI	670	30002586	2018-07-06 23:23:25
TNT	11387	30002586	2018-07-06 23:22:19
CONDI	17841	30002586	2018-07-06 23:22:13
